album_artist,album,track_artist,track,isrc,upc,release_date,year,provider,capif,sello
Yankee Dj,Querias Cumbia?,Yankee Dj,Cumbia Lenta,ARDL12400025,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, Alberto Brito",Querias Cumbia?,Yankee Dj|Alberto Brito,El Diario De Un Borracho,ARDL12400017,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, Alberto Brito",Querias Cumbia?,Yankee Dj|Alberto Brito,La Cumbia Bacana,ARDL12400022,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, BatataMix",Querias Cumbia?,Yankee Dj|BatataMix,La Danza De La Vieja Escuela,ARDL12400020,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, ExzaCumbia",Querias Cumbia?,Yankee Dj|ExzaCumbia,Bailaras,ARDL12400013,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, ExzaCumbia",Querias Cumbia?,Yankee Dj|ExzaCumbia,El Pescador,ARDL12400019,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, La Grilla",Querias Cumbia?,Yankee Dj|La Grilla,Ladron de Corazones,ARDL12400015,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, La Grilla",Querias Cumbia?,Yankee Dj|La Grilla,Levantando Tierra,ARDL12400023,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, Los Byby's",Querias Cumbia?,Yankee Dj|Los Byby's,Te Lo Pido Por Favor,ARDL12400011,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, Luis Ornelas",Querias Cumbia?,Yankee Dj|Luis Ornelas,Linda Chinita,ARDL12400010,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
"Yankee Dj, Onda Sabanera",Querias Cumbia?,Yankee Dj|Onda Sabanera,Segunda vuelta de Juan Valdez,ARDL12400008,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Juli Jones,Me Pica La Cabeza,Juli Jones,Me Pica La Cabeza,ARDL12400027,1963622232619.0,2024-05-24 00:00:00,2024,dashgo,SI,
Juli Jones,En Movimiento,Juli Jones,En Movimiento,ARDL12400028,1963622234774.0,2024-05-25 00:00:00,2024,dashgo,SI,
ManuVe|HDR,Dale Chispeate,ManuVe|HDR,Dale Chispeate,ARDL12400030,8721093272380.0,2024-05-31 00:00:00,2024,fuga,SI,
LIT killah,Dreams & Love,LIT killah,Dreams & Love,ARDL12400031,85365337244.0,2024-06-11 00:00:00,2024,ada,NO,x
mamiyosoyelth|Alex Produciendo,PERREO TH 3,mamiyosoyelth|Alex Produciendo,PERREO TH 3,QZNWV2493566,198674032776.0,2024-06-15 00:00:00,2024,fuga,NO,LNS
Emiliano Nahuel,El Dia De Mi Suerte,Emiliano Nahuel,El Dia De Mi Suerte,QZZ7P2472818,199098572152.0,2024-06-25 00:00:00,2024,fuga,NO,
M Aquí Adonai,Danzando,M Aquí Adonai,Danzando,ARDL12400033,8721093339281.0,2024-06-28 00:00:00,2024,fuga,SI,
Altares Worship,Santo Por Siempre,Altares Worship,Santo Por Siempre,ARDL12400039,8721093407553.0,2024-06-29 00:00:00,2024,fuga,SI,
Yankee Dj|El Combo Loco de Mike Rodriguez|Grupo Kandombe,La Porra Caimanera,Yankee Dj|El Combo Loco de Mike Rodriguez|Grupo Kandombe,La Porra Caimanera,ARDL12400041,8721093447597.0,2024-07-05 00:00:00,2024,fuga,SI,x
Altares Worship,En Intimidad,Altares Worship,En Intimidad,ARDL12400045,8721093505822.0,2024-07-19 00:00:00,2024,fuga,SI,
Juli Savioli,Espinas,Juli Savioli,Espinas,US3DF2497785,1963622326233.0,2024-07-25 00:00:00,2024,ada,SI,x
GUSTY DJ|elaggume,Session en el Barrio #13,GUSTY DJ|elaggume,Session en el Barrio #13,ARDL12400048,752991875357.0,2024-08-01 00:00:00,2024,onerpm,SI,x
mamiyosoyelth|Alex Produciendo,PERREO TH 4,mamiyosoyelth|Alex Produciendo,PERREO TH 4,QZTB22462691,198665135684.0,2024-08-04 00:00:00,2024,fuga,NO,LNS
BUCCI,Som Som,BUCCI|Fak,Som Som,ARDL12400056,8721093630722.0,2024-08-09 00:00:00,2024,fuga,SI,
Altares Worship,Quiero Ser Santo,Altares Worship,Quiero Ser Santo,ARDL12400057,8721093631187.0,2024-08-10 00:00:00,2024,fuga,SI,
M Aquí Adonai,Tierra Santa,M Aquí Adonai,Tierra Santa,ARDL12400050,8721093547211.0,2024-08-10 00:00:00,2024,fuga,SI,
LAALODJ|PACOREMIX|Alan SSLK,Ingrata,LAALODJ|PACOREMIX|Alan SSLK,Ingrata,ARDL12400052,8721093561323.0,2024-08-15 00:00:00,2024,fuga,SI,x
Juli Savioli,Te Prestaria Mis Ojos,Juli Savioli,Te Prestaria Mis Ojos,USANG2402075,1963622336041.0,2024-08-15 00:00:00,2024,ada,SI,x
mamiyosoyelth|Alex Produciendo,Me Dejaste Solo,mamiyosoyelth|Alex Produciendo,Me Dejaste Solo,QZTB72429269,198662579283.0,2024-08-18 00:00:00,2024,fuga,NO,LNS
DINA,Un Millon de Sueños,DINA,Un Millon de Sueños,ARDL12400073,8721093677413.0,2024-08-23 00:00:00,2024,fuga,SI,
mamiyosoyelth,PERREO ESA NALGOTA MIX,mamiyosoyelth,PERREO ESA NALGOTA MIX,QZTBD2417714,198890160468.0,2024-09-03 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth|Lihueeel,ROCHA MILIPIL,mamiyosoyelth|Lihueeel,ROCHA MILIPIL,QZTBE2404068,198889390821.0,2024-09-07 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth,GATA PELIGROSA,mamiyosoyelth,GATA PELIGROSA,QZTBE2409098,198889361272.0,2024-09-07 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth,POR LEY,mamiyosoyelth,POR LEY,QZTBE2409087,198889366048.0,2024-09-07 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth,PUESTO PA LO MIO,mamiyosoyelth,PUESTO PA LO MIO,QZTBE2408187,198889367243.0,2024-09-07 00:00:00,2024,fuga,NO,LNS
Dormun,El Farsante,Dormun,El Farsante,ARDL12400078,8721093907237.0,2024-09-11 00:00:00,2024,fuga,SI,x
LIT killah|Nicki Nicole,Somos 3,LIT killah|Nicki Nicole,Somos 3,ARDL12400078,5034644050102.0,2024-09-12 00:00:00,2024,ada,SI,x
M Aquí Adonai,Jezabel,M Aquí Adonai,Jezabel,ARDL12400077,8721093871040.0,2024-09-14 00:00:00,2024,fuga,SI,
GUSTY DJ|Ponte Perro,Session en el Barrio #14,GUSTY DJ|Ponte Perro,Session en el Barrio #14,ARDL12400075,759158920134.0,2024-09-19 00:00:00,2024,onerpm,SI,x
A Precio de Sangre featuring La Base,Cumbiuncion,A Precio de Sangre featuring La Base,Cumbiuncion,ARDL12400079,8721093927563.0,2024-09-19 00:00:00,2024,fuga,SI,
mamiyosoyelth|Alex Produciendo,AY LUPITA !,mamiyosoyelth|Alex Produciendo,AY LUPITA !,QZWFH2461081,198886262268.0,2024-09-23 00:00:00,2024,fuga,NO,LNS
Altares Worship,Descanso en Ti,Altares Worship,Descanso en Ti,ARDL12400082,8721093991991.0,2024-09-24 00:00:00,2024,fuga,SI,
PACOREMIX|Alan SSLK|Dielo 98 featuring $L Baio|El Coquiito|Kevin Gabriel|Layan|MB|Martian|Betabeatz|Drmoceton|Panky|MD.Chicho,POR LOS MIOS,PACOREMIX|Alan SSLK|Dielo 98 featuring $L Baio|El Coquiito|Kevin Gabriel|Layan|MB|Martian|Betabeatz|Drmoceton|Panky|MD.Chicho,POR LOS MIOS,ARDL12400084,8721253000594.0,2024-09-27 00:00:00,2024,fuga,SI,x
M Aquí Adonai,Agradecido Con Dios,M Aquí Adonai,Agradecido Con Dios,ARDL12400083,8721093992059.0,2024-10-01 00:00:00,2024,fuga,SI,
mamiyosoyelth|Juan Rmx,PERREO BETTY QUISPE OSA,mamiyosoyelth|Juan Rmx,PERREO BETTY QUISPE OSA,QZWFQ2448979,198883230314.0,2024-10-09 00:00:00,2024,fuga,NO,LNS
Yankee Dj,La Cumbia de los Cigarrillos,Yankee Dj,La Cumbia de los Cigarrillos,ARDL12400099,8721253115571.0,2024-10-16 00:00:00,2024,fuga,SI,x
Matias Mareco|Alan SSLK,El Vaper,Matias Mareco|Alan SSLK,El Vaper,ARDL12400098,8721253115298.0,2024-10-17 00:00:00,2024,fuga,SI,x
DINA,No Tengas Dudas,DINA,No Tengas Dudas,ARDL12400101,8721253140566.0,2024-10-19 00:00:00,2024,fuga,SI,
LIT killah,Kustom,LIT killah,Kustom,ARDL12400089,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,LA ELITE,ARDL12400090,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,DAME Q,ARDL12400092,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,ALL INCLUSIVE,ARDL12400094,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,BPM,ARDL12400096,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,Dreams & Love,ARDL12400031,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah,Kustom,LIT killah,NADA DE NADA,ARDL12400097,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah|Emilia,Kustom,LIT killah|Emilia,DAMN GIRL,ARDL12400095,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah|Milo j|Ronny J,Kustom,LIT killah|Milo j|Ronny J,Carta de Despedida,BK4DA2407453,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah|Nicki Nicole,Kustom,LIT killah|Nicki Nicole,Somos 3,ARDL12400078,5034644183985.0,2024-10-23 00:00:00,2024,ada,SI,x
LIT killah|Salastkbron|Pablo Chill-E,Kustom,LIT killah|Salastkbron|Pablo Chill-E,NO LOS VI,ARDL12400093,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah|Tiago PZK|Big One,Kustom,LIT killah|Tiago PZK|Big One,LuXxX,USWL12302351,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
LIT killah|TULI,Kustom,LIT killah|TULI,MALA SUERTE,ARDL12400091,5034644183985.0,2024-10-23 00:00:00,2024,ada,NO,x
A Precio de Sangre featuring La Cumbia del Rey,Con Fe,A Precio de Sangre|La Cumbia del Rey,Con Fe,ARDL12400102,8721253155843.0,2024-10-24 00:00:00,2024,fuga,SI,
TOTI|Preciau,PING-PONG,TOTI|Preciau,PING-PONG,ARDL12400103,8721253162957.0,2024-10-24 00:00:00,2024,fuga,SI,x
mamiyosoyelth|LoyalMVP,PLATONI-K,mamiyosoyelth|LoyalMVP,PLATONI-K,QZWFW2487670,198879527916.0,2024-10-29 00:00:00,2024,fuga,NO,LNS
Cande Gonzalez|El Joan,Nos Escapamos,Cande Gonzalez|El Joan,Nos Escapamos,ARDL12400104,8721253178576.0,2024-10-31 00:00:00,2024,fuga,SI,x
Emiliano Nahuel featuring Jotae R and El Bellaco,En Mi Barrio,Emiliano Nahuel featuring Jotae R and El Bellaco,En Mi Barrio,QZZ7Q2455888,199098573081.0,2024-11-01 00:00:00,2024,fuga,NO,
Juli Savioli,conociéndote me conocí,Juli Savioli,conociéndote me conocí,USANG2463589,1963622590726.0,2024-11-07 00:00:00,2024,ada,SI,x
Nicole Fernandez,El BM,Nicole Fernandez,El BM,ARDL12400106,8721253239147.0,2024-11-07 00:00:00,2024,fuga,SI,x
LIT killah|TULI,MALA SUERTE,LIT killah|TULI,MALA SUERTE,ARDL12400091,5034644257495.0,2024-11-08 00:00:00,2024,ada,NO,x
SoyTiara,más cara,SoyTiara,más cara,QZTVM2497188,734284013219.0,2024-11-10 00:00:00,2024,fuga,SI,x
DINA,Vertigo,DINA,Vertigo,ARDL12400107,8721253255963.0,2024-11-14 00:00:00,2024,fuga,SI,
FederiKita,Tu bff Favorita,FederiKita,Tu bff Favorita,ARDL12400108,8721253269137.0,2024-11-14 00:00:00,2024,fuga,SI,x
ManuVe|HERNAN JCP,TE DA O NO,ManuVe|HERNAN JCP,TE DA O NO,ARDL12400110,8721253283799.0,2024-11-14 00:00:00,2024,fuga,SI,
LIT killah|Paulo Londra featuring. Big One,Protagonista,LIT killah|Paulo Londra featuring. Big One,Protagonista,ARDL12400109,5034644275628.0,2024-11-20 00:00:00,2024,ada,NO,x
SoyTiara|Coco Palmer,BUM TAM TAM,SoyTiara|Coco Palmer,BUM TAM TAM,QZW9L2447386,734691069953.0,2024-11-22 00:00:00,2024,fuga,SI,x
mamiyosoyelth|Juan Rmx|Alex Produciendo,LOS DUEÑOS DEL CHICHE,mamiyosoyelth|Juan Rmx|Alex Produciendo,LOS DUEÑOS DEL CHICHE,QZZ7N2495881,199082873562.0,2024-11-23 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth|Alex Produciendo,PERREO TH 5,mamiyosoyelth|Alex Produciendo,PERREO TH 5,QZZ7N2429304,199082898893.0,2024-11-23 00:00:00,2024,fuga,NO,LNS
FederiKita,Kita Virtual,FederiKita,Kita Virtual,ARDL12400112,8721253362845.0,2024-11-30 00:00:00,2024,fuga,SI,x
GUSTY DJ|Peipper|Ecko feat. elaggume,Novio Nuevo,GUSTY DJ|Peipper|Ecko feat. elaggume,Novio Nuevo,ARDL12400113,734691336055.0,2024-12-04 00:00:00,2024,onerpm,SI,x
M. Roca,La Disco,M. Roca,La Disco,ARDL12400111,8721253340225.0,2024-12-06 00:00:00,2024,fuga,SI,
M Aqui Adonai|Viru Kumbieron,Santa Fe,M Aqui Adonai|Viru Kumbieron,Santa Fe,ARDL12400105,8721253202530.0,2024-12-07 00:00:00,2024,fuga,SI,
Dj Plaga|Mc Tota,Movimento,Dj Plaga|Mc Tota,Movimento,QZW9L2430233,734284951535.0,2024-12-12 00:00:00,2025.0,fuga,SI,x
Simo Viani,Como Yo,Simo Viani,Como Yo,ARDL12400114,8721253404804.0,2024-12-12 00:00:00,2024,fuga,SI,x
A Precio de Sangre featuring Puerto Seguro,No Puedo Vivir Sin Ti,A Precio de Sangre featuring Puerto Seguro,No Puedo Vivir Sin Ti,ARDL12400115,8721253408956.0,2024-12-14 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,It's Beginning to Look a Lot Like Christmas,ARDL12400116,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Holly Jolly Christmas,ARDL12400117,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Underneath the Tree,ARDL12400118,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Snowman,ARDL12400119,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Let it Snow,ARDL12400120,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Sleigh Ride,ARDL12400121,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Feliz Navidad,ARDL12400122,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Jingle Bell Rock,ARDL12400123,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Rocking Around the Christmas Tree,ARDL12400124,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,All I Want for Christmas Is You,ARDL12400125,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
DINA,Navidad,DINA,Last Christmas,ARDL12400126,8721253432753.0,2024-12-15 00:00:00,2024,fuga,SI,
Juli Savioli,Te Escondes,Juli Savioli,Te Escondes,USANG2401082,1963622336065.0,2024-12-19 00:00:00,2024,ada,SI,x
mamiyosoyelth|Alex Produciendo,QUIEN YO SOY ?,mamiyosoyelth|Alex Produciendo,QUIEN YO SOY ?,QT3EZ2447445,199093355330.0,2024-12-23 00:00:00,2024,fuga,NO,LNS
Felix Record,Cuéntame,Felix Record,Cuéntame,QZZ7R2442541,199092753311.0,2024-12-26 00:00:00,2025.0,fuga,NO,?
Dj Plaga|Mc Tota|Paly,Atraco,Dj Plaga|Mc Tota|Paly,Atraco,US7VG2539419,790092230064.0,2025-01-14 00:00:00,2025.0,fuga,SI,x
Dj Plaga|Mc Tota|Ponte Perro,Funky Rocho,Dj Plaga|Mc Tota|Ponte Perro,Funky Rocho,US7VG2525782,790092134546.0,2025-01-16 00:00:00,2025,fuga,SI,x
"Emiliano Nahuel featuring Sebiche, El Osito Wito and Music Quality",Hola,"Emiliano Nahuel featuring Sebiche, El Osito Wito and Music Quality",Hola,QZDA62528136,199086664289.0,2025-01-24 00:00:00,2025,fuga,SI,x
"Panky Desalineado and Nikillo Yb featuring Alan SSLK, ManuVe, Dr Moceton and PACOREMIX",PA LA PLAYA,Panky Desalineado and Nikillo Yb featuring Alan SSLK|ManuVe|Dr Moceton and PACOREMIX,PA LA PLAYA,ARDL12500001,8721253623595.0,2025-01-31 00:00:00,2025,fuga,SI,x
Coco Palmer|Joaquin Da Rosa,Romántico,Coco Palmer|Joaquin Da Rosa,Romántico,ARDL12500002,8721253660569.0,2025-02-13 00:00:00,2025,fuga,SI,x
Baby Cue,LAVAGIRL,Baby Cue,LAVAGIRL,ARDL12500008,8721253808190.0,2025-02-14 00:00:00,2025,fuga,SI,x
mamiyosoyelth|Alex Produciendo,CHICHE PREMIUM,mamiyosoyelth|Alex Produciendo,CHICHE PREMIUM,QZES92544492,199081926030.0,2025-02-14 00:00:00,2025,fuga,NO,LNS
FederiKita,Factos,FederiKita,Factos,ARDL12500003,8721253751014.0,2025-02-20 00:00:00,2025,fuga,SI,x
FACUU DJ|Kaleb Di Masi,ATREVIDA,FACUU DJ|Kaleb Di Masi,ATREVIDA,ARDL12500005,8721253778936.0,2025-02-21 00:00:00,2025,fuga,SI,x
A Precio de Sangre featuring Sebastian Mendoza,Tus Cuerdas de Amor,A Precio de Sangre featuring Sebastian Mendoza,Tus Cuerdas de Amor,ARDL12500006,8721253805472.0,2025-02-27 00:00:00,2025,fuga,SI,
Luli Barrios,Decile a las Demás,Luli Barrios,Decile a las Demás,ARDL12500004,8721253775263.0,2025-02-27 00:00:00,2025,fuga,SI,x
mamiyosoyelth|Young pei,PA LAS MOTO$,mamiyosoyelth|Young pei,PA LAS MOTO$,QZHN82555770,199078627506.0,2025-03-03 00:00:00,2025,fuga,NO,LNS
mamiyosoyelth|Juan Rmx,Los dueños del chiche 2,mamiyosoyelth|Juan Rmx,Los dueños del chiche 2,QZHNA2500016,199344901071.0,2025-03-06 00:00:00,2025,fuga,NO,LNS
TOTI|Coco Palmer,Garota,TOTI|Coco Palmer,Garota,ARDL12500009,8721253847472.0,2025-03-07 00:00:00,2025,fuga,SI,x
mamiyosoyelth|FALAK,OXY,mamiyosoyelth|FALAK,OXY,QZHNB2567561,199343906633.0,2025-03-11 00:00:00,2025,fuga,NO,LNS
Dj Plaga|Mc Tota|John Eric,Eu Quero 4,Dj Plaga|Mc Tota|John Eric,Eu Quero 4,QZGLS2518430,790522474426.0,2025-03-13 00:00:00,2025,onerpm,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Fak,La Intro,QZGLS2526356,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|_zaymi|Flor Gomez,Hechizado,QZGLS2526358,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Mc Tota,Que Se Saque Todo,QZGLS2526359,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Alan SSLK,Modelito,QZGLS2526360,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Cande Gonzalez,Provoca,QZGLS2526361,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|John Eric,Se Pegó y Lo Sintió,QZGLS2526362,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Nicky HG,Prumm,QZGLS2526363,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|DEL40SUENA0,Gárgola,QZGLS2526364,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|BUCCI|Markos Possi,Bobo,QZGLS2526365,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|CARMELO 49,Señora,QZGLS2526366,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|HERNAN JCP,Matemos las Ganas,QZGLS2526367,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Santy DM,Mi Amor,QZGLS2526368,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
GUSTY DJ,Ascenso,GUSTY DJ|Paly,Gustos Caros,QZGLS2526369,790522526248.0,2025-03-13 00:00:00,2025,fuga,SI,x
Natalia Soledad feat. David Ezequiel,UNCIÓN EN EL AIRE,Natalia Soledad feat. David Ezequiel,UNCIÓN EN EL AIRE,ARDL12500010,8721215022480.0,2025-03-20 00:00:00,2025,fuga,SI,
Emiliano Nahuel,Calentón,Emiliano Nahuel,Calentón,QZK6J2562012,199339802246.0,2025-04-02 00:00:00,2025,fuga,NO,
mamiyosoyelth,PERREO TH 6,mamiyosoyelth,PERREO TH 6,QZK6F2571567,199338110465.0,2025-04-07 00:00:00,2025,fuga,NO,LNS
PACOREMIX|TOTI|Alan SSLK featuring LAALO DJ,Cuatro y Pico,PACOREMIX|TOTI|Alan SSLK featuring LAALO DJ,Cuatro y Pico,ARDL12500013,8721215065487.0,2025-04-10 00:00:00,2025,fuga,SI,x
Biei Postiglioni|Croniko,BLIN,Biei Postiglioni|Croniko,BLIN,ARDL12500015,8721215163329.0,2025-04-17 00:00:00,2025,fuga,SI,
Juli Savioli,Una Noche de Terror,Juli Savioli,Una Noche de Terror,ARDL12500014,8721215142676.0,2025-04-24 00:00:00,2025,ada,SI,x
LIT killah,FIAMORE,LIT killah,FIAMORE,ARDL12500011,5034644636207.0,2025-04-30 00:00:00,2025,ada,SI,x
Emiliano Nahuel featuring Pablito,Compañero,Emiliano Nahuel featuring Pablito,Compañero,QZNWV2584703,199332170229.0,2025-04-30 00:00:00,2025,fuga,NO,
Simo Viani|Coco Palmer,Todo Lo Que Tenga Que Ver Con Vos,Simo Viani|Coco Palmer,Todo Lo Que Tenga Que Ver Con Vos,ARDL12500016,8721215285465.0,2025-05-08 00:00:00,2025,fuga,SI,x
mamiyosoyelth,Baby gloss,mamiyosoyelth,Baby gloss,QZNWZ2553744,199330272000.0,2025-05-13 00:00:00,2025,fuga,NO,LNS
BUCCI|El Doc,TIK TAK,BUCCI|El Doc,TIK TAK,ARDL12500019,8721215425519.0,2025-05-15 00:00:00,2025,fuga,SI,
FACUU DJ|El Joan,Pa La Calle,FACUU DJ|El Joan,Pa La Calle,ARDL12500017,8721215285984.0,2025-05-16 00:00:00,2025,fuga,SI,x
Cande Gonzalez|Agus Padilla|Gusty dj,Tensión,Cande Gonzalez|Agus Padilla|Gusty dj,Tensión,ARDL12500021,8721215493754.0,2025-05-21 00:00:00,2025,fuga,SI,x
SoyTiara,ANILLO Y CADENA,SoyTiara,ANILLO Y CADENA,ARDL12500020,8721215486862.0,2025-05-22 00:00:00,2025,fuga,SI,x
Emiliano Nahuel,Desde Chamaquito,Emiliano Nahuel,Desde Chamaquito,QZTB82562129,199518094684.0,2025-05-22 00:00:00,2025,fuga,NO,
A Precio de Sangre featuring Jorge Avila,Te Amo - Bésame,A Precio de Sangre featuring Jorge Avila,Te Amo - Bésame,ARDL12500022,8721215499077.0,2025-05-24 00:00:00,2025,fuga,SI,
mamiyosoyelth,Perreo 25,mamiyosoyelth,Perreo 25,QZTAS2583860,199524557661.0,2025-05-25 00:00:00,2025,fuga,NO,LNS
ACIT x|Gordo Larvo|Teø,Noche de Pecados,ACIT x|Gordo Larvo|Teø,Noche de Pecados,ARD3Z2400050,198704523168.0,2025-06-06 00:00:00,2025,fuga,SI,x
Samuel Peralta,Mas Me Das Mas,Samuel Peralta,Mas Me Das Mas,ARDL12500023,8721215586685.0,2025-06-09 00:00:00,2025,fuga,SI,
LAALODJ,Anomis,LAALODJ,Anomis,ARDL12500028,8721215638162.0,2025-06-11 00:00:00,2025,fuga,SI,x
Aneley,Me Erizas la Piel,Aneley,Me Erizas la Piel,ARDL12500026,8721215619345.0,2025-06-12 00:00:00,2025,fuga,SI,x
Luli Barrios,Si Te Da,Luli Barrios,Si Te Da,ARDL12500025,8721215618935.0,2025-06-12 00:00:00,2025,fuga,SI,x
Candu Domínguez|NachOnTheBeat,03:33:00,Candu Domínguez|NachOnTheBeat,03:33:00,ARDL12500030,8721215676898.0,2025-06-17 00:00:00,2025,fuga,SI,
mamiyosoyelth,Perreo mamiyosoyelth,mamiyosoyelth,Perreo mamiyosoyelth,QZTB62504366,199519417970.0,2025-06-17 00:00:00,2025,fuga,NO,LNS
Tatum 73,Te Pensaste,Tatum 73,Te Pensaste,ARDL12500029,8721215648987.0,2025-06-18 00:00:00,2025,fuga,SI,x
Dj Plaga|Benji Gramitos,ENVUELTO,Dj Plaga|Benji Gramitos,ENVUELTO,ARDL12500027,8721215620686.0,2025-06-25 00:00:00,2025,fuga,SI,x
"Nicole Fernandez, Cande Gonzalez, Los Byby's and Gusty dj",Te Voy a Olvidar,"Nicole Fernandez, Cande Gonzalez, Los Byby's and Gusty dj",Te Voy a Olvidar,ARDL12500031,8721215764144.0,2025-07-04 00:00:00,2025,fuga,SI,x
Emiliano Nahuel,Sin Saber,Emiliano Nahuel,Sin Saber,ARDL12500046,8721416092862.0,2025-07-05 00:00:00,2025,fuga,NO,
Emiliano Nahuel featuring Alan Martin,La Cabida,Emiliano Nahuel featuring Alan Martin,La Cabida,ARDL12500044,8721416092787.0,2025-07-05 00:00:00,2025,fuga,NO,
Emiliano Nahuel featuring Flow Lokillo,Estilo Criminal,Emiliano Nahuel featuring Flow Lokillo,Estilo Criminal,ARDL12500045,8721416092817.0,2025-07-05 00:00:00,2025,fuga,NO,
M Aquí Adonai|Melquisedec Urbano,Abatido,M Aquí Adonai,Abatido,ARDL12500032,8721215764281.0,2025-07-06 00:00:00,2025,fuga,SI,
Orce|FACUU DJ|Coco Palmer,Turrita,Orce|FACUU DJ|Coco Palmer,Turrita,ARDL12500033,8721215850717.0,2025-07-10 00:00:00,2025,fuga,SI,x
El Retutu,Del Barrio Para el Barrio - Session 1,El Retutu,Del Barrio Para el Barrio - Session 1,ARDL12500035,8721215858119.0,2025-07-17 00:00:00,2025,fuga,SI,x
LIT killah|Neutro Shorty,Dresscode,LIT killah|Neutro Shorty,Dresscode,ARDL12500034,5034644834818.0,2025-07-21 00:00:00,2025,ada,SI,x
SoyTiara,más fina,SoyTiara,más fina,QZNJZ2402780,759158048838.0,2025-07-24 00:00:00,2025,fuga,SI,x
TOTI|Virrshi DJ,2x1,TOTI|Virrshi DJ,2x1,ARDL12500036,8721215882855.0,2025-07-25 00:00:00,2025,fuga,SI,x
