album_artist,album,track_artist,track,isrc,upc,release_date,year,provider,capif,sello
El Desborde Criollo,Derrapando,El Desborde Criollo,Bajo Bandera,ARBF32100034,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Sobre el Verde (El Hincha),ARBF32100033,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Mi Mujer Me Demanda,ARBF32100032,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Casi Lo Normal,ARBF32100031,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Ya No Puede Más,ARBF32100030,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Ser de Vos,ARBF32100029,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Las Monedas Se Van,ARBF32100028,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Negra,ARBF32100027,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Himno del Separado (Tal Vez),ARBF32100026,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,Lunes,ARBF32100025,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
El Desborde Criollo,Derrapando,El Desborde Criollo,No Llames (Por Favor),ARBF32100024,8445162523745.0,2021-10-21 00:00:00,2021,ada,NO,
GUSTY DJ,Toma 5 (Rkt),GUSTY DJ,Toma 5 (Rkt),QZTAS2190088,713310439186.0,2021-12-18 00:00:00,2021,fuga,SI,x
GUSTY DJ,Toma 6 Rkt,GUSTY DJ,Toma 6 Rkt,QZFZ32250960,713310438790.0,2022-01-20 00:00:00,2022,fuga,SI,x
GUSTY DJ|Omar Varela,Murga Rkt,GUSTY DJ|Omar Varela,Murga Rkt,QZNJV2274936,798237559575.0,2022-02-10 00:00:00,2022,fuga,SI,x
Emiliano Nahuel|lapi,Pistolón RKT,Emiliano Nahuel|lapi,Pistolón RKT,QZHZ32205117,713310583872.0,2022-02-18 00:00:00,2022,fuga,NO,
GUSTY DJ|mambo dj,P Rreo Version Rkt,GUSTY DJ|mambo dj,P Rreo Version Rkt,QZGLS2260666,713310286322.0,2022-03-06 00:00:00,2022,fuga,SI,x
GUSTY DJ|Alejo isakk|R Jota,Toma 7,GUSTY DJ|Alejo isakk|R Jota,Toma 7,QZGLS2286514,713310463280.0,2022-03-11 00:00:00,2022,fuga,SI,x
GUSTY DJ feat. PAPU DJ|ciro deejay|DJ BRAIAN STYLE,Perreo Adictivo #1,GUSTY DJ feat. PAPU DJ|ciro deejay|DJ BRAIAN STYLE,Perreo Adictivo #1,QZHZ42271732,747256523890.0,2022-04-14 00:00:00,2022,fuga,SI,x
GUSTY DJ|fili wey,Session en el Barrio #1,GUSTY DJ|fili wey,Session en el Barrio #1,QZHZ42284984,747256607835.0,2022-04-28 00:00:00,2022,fuga,SI,x
MEDVSA,Wasting Time,MEDVSA,Seasons,ARBF32200003,747256711396.0,2022-04-29 00:00:00,2022,fuga,SI,
MEDVSA,Wasting Time,MEDVSA,Souvenir,ARBF32200002,747256711396.0,2022-04-29 00:00:00,2022,fuga,SI,
MEDVSA,Wasting Time,MEDVSA,Wasting Time,ARBF32200001,747256711396.0,2022-04-29 00:00:00,2022,fuga,SI,
GUSTY DJ feat. SALASTKBRON|amirto baby|MAXI GEN,Toma 8 Rkt,GUSTY DJ feat. SALASTKBRON|amirto baby|MAXI GEN,Toma 8 Rkt,QZHZ62243160,765855507561.0,2022-05-19 00:00:00,2022,fuga,SI,x
GUSTY DJ|La joaqui,Session en el Barrio #2,GUSTY DJ|La joaqui,Session en el Barrio #2,QZHZ62201277,749876886058.0,2022-06-09 00:00:00,2022,fuga,SI,x
Baby Cue,No Tengo Time,Baby Cue,No Tengo Time,ARDL12500007,8721253808169.0,2022-06-22 00:00:00,2022,fuga,SI,x
GUSTY DJ|Kaleb DI Masi,Session en el Barrio #3,GUSTY DJ|Kaleb Di Masi,Session en el Barrio #3,QZNJV2237680,792264822718.0,2022-06-26 00:00:00,2022,fuga,SI,x
GUSTY DJ|SALASTKBRON,Session en el Barrio #4,GUSTY DJ|SALASTKBRON,Session en el Barrio #4,QZNJX2292728,727295639431.0,2022-08-04 00:00:00,2022,fuga,SI,x
GUSTY DJ|DJ Pirata,Promo 22 Rkt,GUSTY DJ|DJ Pirata,Promo 22 Rkt,QZTPX2212313,790566510524.0,2022-09-01 00:00:00,2022,fuga,SI,x
Emiliano Nahuel,Vacilando,Emiliano Nahuel,Vacilando,QZNWZ2261189,197208873755.0,2022-09-15 00:00:00,2022,fuga,NO,
GUSTY DJ feat. Big Apple|despre,Toma 9 Rkt,GUSTY DJ feat. Big Apple|despre,Toma 9 Rkt,QZTVM2212749,694365423323.0,2022-09-15 00:00:00,2022.0,onerpm,NO,x
Ariel Casco,Tiki Tiki,Ariel Casco,Tiki Tiki,ARBF32200004,694365328826.0,2022-09-16 00:00:00,2022,fuga,SI,
Gusty dj|Alejo Isakk,GUSTY DJ I Alejo Isakk Session en el Barrio #5,Gusty dj|Alejo Isakk,GUSTY DJ I Alejo Isakk Session en el Barrio #5,QZTVM2228870,694365532858.0,2022-09-29 00:00:00,2022,fuga,SI,x
GUSTY DJ|Tirri La Roca,Session en el Barrio #6,GUSTY DJ|Tirri La Roca,Session en el Barrio #6,QZW9M2213901,789294793224.0,2022-11-23 00:00:00,2022,fuga,SI,x
GUSTY DJ|Ecko,Gusty DJ |Ecko - Session en el Barrio #7,GUSTY DJ|Ecko,Gusty DJ |Ecko - Session en el Barrio #7,QZW9M2276951,792268746072.0,2022-12-15 00:00:00,2022,fuga,SI,x
GUSTY DJ|La joaqui|L-gante feat. SALASTKBRON,¿Y pa la Wacha Loca? (con Salastkbron),GUSTY DJ|La joaqui|L-gante feat. SALASTKBRON,¿Y pa la Wacha Loca? (con Salastkbron),US7VG2306659,789550920784.0,2023-01-05 00:00:00,2023,fuga,SI,x
GUSTY DJ|La joaqui|L-gante feat. SALASTKBRON,¿Y Pa la Wacha Loca?,GUSTY DJ|La joaqui|L-gante feat. SALASTKBRON,¿Y Pa la Wacha Loca?,US7VG2308889,789550935887.0,2023-01-05 00:00:00,2023,onerpm,NO,x
GUSTY DJ|L-Gante,Gusty Dj |L Gante - Session en el Barrio #8,GUSTY DJ|L-Gante,Gusty Dj |L Gante - Session en el Barrio #8,QZ5AB2367350,717337374567.0,2023-02-16 00:00:00,2023,onerpm,SI,x
Baby Cue,Tony,Baby Cue,Tony,QZGLM2305011,717337643694.0,2023-02-16 00:00:00,2023,fuga,SI,x
Emiliano Nahuel,Bakan,Emiliano Nahuel,Bakan,QZES62336717,197629330493.0,2023-02-27 00:00:00,2023,fuga,NO,
Emiliano Nahuel featuring Skyress and DimeloElyon,llegamos nosotros,Emiliano Nahuel featuring Skyress and DimeloElyon,llegamos nosotros,QZES92363555,197686015128.0,2023-03-12 00:00:00,2023,fuga,NO,
GUSTY DJ|LOLO OG|DobleP,El Motorcito,GUSTY DJ|LOLO OG|DobleP,El Motorcito,QZGLS2314303,766310619522.0,2023-04-06 00:00:00,2023,ada,SI,x
M Aquí Adonai,Al Piso,M Aquí Adonai,Al Piso,ES75E2300540,7316472406305.0,2023-06-07 00:00:00,2023,dashgo,SI,
GUSTY DJ feat. el jordan 23,Gusty Dj |Jordan23 - Session en el Barrio #9,GUSTY DJ feat. el jordan 23,Gusty Dj |Jordan23 - Session en el Barrio #9,QZNJV2395760,718114685388.0,2023-06-08 00:00:00,2023,onerpm,SI,x
Dj Plaga|Erredoblebe|Lautaro9036 featuring Dj Ronel,"Ni Ahi, Ni Aca, Ni Allá",Dj Plaga|Lautaro9036|Erredoblebe featuring Dj Ronel,"Ni Ahi, Ni Aca, Ni Allá",QZNJW2376390,744553773386.0,2023-06-15 00:00:00,2023,fuga,SI,x
M Aquí Adonai,Dale Rosca,M Aquí Adonai,Dale Rosca,ES75E2201431,8445431082744.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Etiqueta Original,M Aquí Adonai,Etiqueta Original,QM3DF2299364,7316473081471.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Flama,M Aquí Adonai,Flama,ES75E2206346,7316471436525.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Nos Volveremos A Ver,M Aquí Adonai,Nos Volveremos A Ver,ES75E2203568,8445431095218.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Seguimos Aca,M Aquí Adonai,Seguimos Aca,ES75E2205435,7316471067880.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Te Queres Matar,M Aquí Adonai,Te Queres Matar,ES75E2206503,7316471503371.0,2023-07-06 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Pegate La Vuelta,M Aquí Adonai,Pegate La Vuelta,ES75E2206583,7316471514988.0,2023-07-07 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Se Pico (RKT),M Aquí Adonai,Se Pico (RKT),ES75E2101248,8445431064450.0,2023-07-07 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Si Tu No Estas (Original),M Aquí Adonai,Si Tu No Estas - Original,ES75E2203623,8445431095584.0,2023-07-07 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Detonao (Original),M Aquí Adonai,Detonao - Original,ARQIW2214961,8720996400258.0,2023-08-01 00:00:00,2023,dashgo,SI,
GUSTY DJ|ROZE OFICIAL,Los reyes del perreo,GUSTY DJ|ROZE OFICIAL,Los reyes del perreo,QZNJY2358745,761861646621.0,2023-08-17 00:00:00,2023,fuga,SI,x
Matias Mareco|Gonzai,Matías Mareco |Gonzai: I Buenos Aires,Matias Mareco|Gonzai,Matías Mareco |Gonzai: I Buenos Aires,QZNJY2387583,711709607512.0,2023-08-25 00:00:00,2023,fuga,SI,x
Dj Plaga|Marcianeke|El Bai featuring Scarface El Tyger,Perreo Plaga,Dj Plaga|Marcianeke|El Bai featuring Scarface El Tyger,Perreo Plaga,QZNJZ2396028,717931908113.0,2023-08-31 00:00:00,2023,fuga,SI,x
Dj Plaga|Tone BRZ,Tone Brz |Dj Plaga Chapeo Sessions #1,Dj Plaga|Tone BRZ,Tone Brz |Dj Plaga Chapeo Sessions #1,QZNJZ2305987,711709747287.0,2023-09-01 00:00:00,2023,fuga,SI,x
GUSTY DJ|IAMNAZAG,Session en el Barrio #11,GUSTY DJ|IAMNAZAG,Session en el Barrio #11,QZTPX2314725,728204547274.0,2023-09-01 00:00:00,2023,onerpm,SI,x
Juli Jones,A Jugar Cantando,Juli Jones,Bienvenidos,ARDL12300006,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,La Tortuga Se Me Va,ARDL12300007,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Le Zumba el Mate,ARDL12300008,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,El Mono Koko,ARDL12300009,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Pinto Pinto,ARDL12300010,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Vocales,ARDL12300011,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Frutas,ARDL12300012,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Voladitos de Colores,ARDL12300013,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Baila,ARDL12300014,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,La Araña,ARDL12300015,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Julieta Julieta,ARDL12300016,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Jones,A Jugar Cantando,Juli Jones,Mamá Prestame el Celular,ARDL12300017,1963621610050.0,2023-09-08 00:00:00,2023,dashgo,SI,
Juli Savioli,Perfección,Juli Savioli,Exijo en Mí,ARDL12300001,1963621605230.0,2023-09-14 00:00:00,2023,ada,SI,x
Juli Savioli,Perfección,Juli Savioli,4 Paredes,ARDL12300002,1963621605230.0,2023-09-14 00:00:00,2023,ada,SI,x
Juli Savioli,Perfección,Juli Savioli,Perfección,ARDL12300003,1963621605230.0,2023-09-14 00:00:00,2023,ada,SI,x
Juli Savioli,Perfección,Juli Savioli,Busca,ARDL12300004,1963621605230.0,2023-09-14 00:00:00,2023,ada,SI,x
Juli Savioli,Perfección,Juli Savioli,Un Poco Me Gustas,ARDL12300005,1963621605230.0,2023-09-14 00:00:00,2023,ada,SI,x
"Eliz, Emiliano Nahuel and Nattanael featuring Sebiche and Lapi",La City Remix,"Eliz, Emiliano Nahuel and Nattanael featuring Sebiche and Lapi",La City Remix,AUGBT2303712,9360098631939.0,2023-09-14 00:00:00,2023,fuga,NO,
"M Aquí Adonai, Damaris Fernandez",Te Necesito Más,M Aquí Adonai|Damaris Fernandez,Te Necesito Más,ARDL12300020,1963621628970.0,2023-09-21 00:00:00,2023,dashgo,SI,x
Dj Plaga|Tirri La Roca,Guerra,Dj Plaga|Tirri La Roca,Guerra,QZNJZ2386440,8721253340317.0,2023-09-27 00:00:00,2023,fuga,SI,x
A Precio de Sangre,Amigos Que Adoran,A Precio de Sangre,Danzando,ARDL12300023,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,
A Precio de Sangre,Amigos Que Adoran,A Precio de Sangre,Pródigo,ARDL12300026,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,
"A Precio de Sangre, Abel Anrriquez",Amigos Que Adoran,A Precio de Sangre|Abel Anrriquez,Manos Arriba,ARDL12300024,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Antho Mattei",Amigos Que Adoran,A Precio de Sangre|Antho Mattei,Yeshua: Quiero conocer a Jesús,ARDL12300025,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Eugenia Quevedo, Oscar Belondi, Tony Ángel",Amigos Que Adoran,A Precio de Sangre|Eugenia Quevedo|Oscar Belondi|Tony Ángel,Amén,ARDL12300028,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Luis Santiago",Amigos Que Adoran,A Precio de Sangre|Luis Santiago,Eres Mi Dueño,ARDL12300022,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Paola Ceballos",Amigos Que Adoran,A Precio de Sangre|Paola Ceballos,Al Final,ARDL12300021,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Sebastian Mendoza, Walter Encina, Abel Anrriquez, Joaquín Belondi",Amigos Que Adoran,A Precio de Sangre|Sebastian Mendoza|Walter Encina|Abel Anrriquez|Joaquín Belondi,Cuerdas de Amor,ARDL12300029,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Walter Encina",Amigos Que Adoran,A Precio de Sangre|Walter Encina,No Des Más Vueltas,ARDL12300027,1963621667238.0,2023-09-30 00:00:00,2023,dashgo,SI,x
Dj Plaga|Orce|Dvann|NAKING NK,Ambiciosa,Dj Plaga|Orce|Dvann|NAKING NK,Ambiciosa,QZTVM2362410,761861927874.0,2023-10-13 00:00:00,2023,fuga,SI,x
"M Aquí Adonai, David Prince DJ",The Pogo,M Aquí Adonai|David Prince DJ,The Pogo,ARDL12300030,1963621672133.0,2023-10-21 00:00:00,2023,dashgo,SI,x
"A Precio de Sangre, Yanina Galeassi",Hermoso Momento,A Precio de Sangre|Yanina Galeassi,Hermoso Momento,ARDL12300034,1963621737085.0,2023-11-03 00:00:00,2023,dashgo,SI,x
Corazón Sincero,Ritmo Cachaquero,Corazón Sincero,Ritmo Cachaquero,ARDL12300033,1963621735128.0,2023-11-09 00:00:00,2023,dashgo,SI,
M Aquí Adonai,Los Muros Caen,M Aquí Adonai,Los Muros Caen,ARDL12300035,1963621771744.0,2023-11-30 00:00:00,2023,dashgo,SI,
GUSTY DJ|SALASTKBRON|callejero fino feat. Alejo isakk|R Jota|L-Gante|LOLO OG|DobleP|LAUTY GRAM,El Super Junte Rkt,GUSTY DJ|SALASTKBRON|callejero fino feat. Alejo isakk|R Jota|L-Gante|LOLO OG|DobleP|LAUTY GRAM,El Super Junte Rkt,QZW9L2346202,713317677123.0,2023-11-30 00:00:00,2023,onerpm,SI,x
DOBLE P,El Super Junte,DOBLE P,El Super Junte,QZW9L2331385,713317580355.0,2023-11-30 00:00:00,--,onerpm,NO,
L-Gante,El Super Junte,L-Gante,El Super Junte,QZW9L2331402,713317580584.0,2023-11-30 00:00:00,--,onerpm,NO,
LAUTY GRAM,El Super Junte,LAUTY GRAM,El Super Junte,QZW9L2331395,713317580478.0,2023-11-30 00:00:00,--,onerpm,NO,
LOLO OG,El Super Junte Rkt,LOLO OG,El Super Junte Rkt,QZW9L2301529,707337890426.0,2023-11-30 00:00:00,--,onerpm,NO,
SALASTKBRON,El Super Junte Rkt,SALASTKBRON,El Super Junte Rkt,QZW9L2315983,707337980332.0,2023-11-30 00:00:00,--,onerpm,NO,
SALASTKBRON,El Super Junte Rkt,SALASTKBRON,El Super Junte Rkt,QZW9L2312404,707337959390.0,2023-11-30 00:00:00,--,onerpm,NO,
Yankee Dj,Homenaje a Lisandro Meza,Yankee Dj,Homenaje a Lisandro Meza,ARDL12400127,8721253453833.0,2023-11-30 00:00:00,--,fuga,SI,x
Dj Plaga|Tone BRZ featuring NAKING NK and Titan 13,La Peligrosa,Dj Plaga|Tone BRZ featuring NAKING NK and Titan 13,La Peligrosa,QZW9L2350315,713317703556.0,2023-12-07 00:00:00,2025.0,fuga,SI,x
Corazón Sincero,Sin Ti Jamás,Corazón Sincero,Sin Ti Jamás,ARDL12300037,1963621835781.0,2023-12-14 00:00:00,2023,dashgo,SI,
"Matias Mareco, Misaael",Matias Mareco |Misaael: II Entre Ríos,Matias Mareco|Misaael,Matias Mareco |Misaael: II Entre Ríos,ARDL12300036,1963621776244.0,2023-12-21 00:00:00,2023,dashgo,SI,x
"M Aquí Adonai, El Pala Palermo",Si Tu Supieras,M Aquí Adonai|El Pala Palermo,Si Tu Supieras,ARDL12300038,1963621862688.0,2023-12-30 00:00:00,2023,dashgo,SI,x
Emiliano Nahuel,Cuando Corone,Emiliano Nahuel,Cuando Corone,AUGBT2364756,9360098945777.0,2023-12-31 00:00:00,2023,fuga,NO,
Emiliano Nahuel,PRETEXTOS,Emiliano Nahuel,PRETEXTOS,AUMEV2400893,9360098957268.0,2024-01-11 00:00:00,2024,fuga,NO,
Corazón Sincero,Tan Cerca,Corazón Sincero,Tan Cerca,ARDL12300039,1963621900151.0,2024-01-25 00:00:00,2024,dashgo,SI,
Young Las,Pick It Up,Young Las,Pick It Up,ARDL12300031,1963621688530.0,2024-02-01 00:00:00,2024,dashgo,SI,
M Aquí Adonai,TodoPago,M Aquí Adonai,TodoPago,ARDL12300041,1963621932312.0,2024-02-10 00:00:00,2024,dashgo,SI,
"League of Legends, LIT killah",Mi Clan,League of Legends|LIT killah,Mi Clan,US3DF2408987,1963621950040.0,2024-02-29 00:00:00,2024,dashgo,SI,x
Emiliano Nahuel,ATR,Emiliano Nahuel,ATR,AUMEV2425210,9360932093466.0,2024-03-01 00:00:00,2024,fuga,NO,
"A Precio de Sangre, Ale Cardozo",Estar Contigo,A Precio de Sangre|Ale Cardozo,Estar Contigo,ARDL12300044,1963621998691.0,2024-03-03 00:00:00,2024,dashgo,SI,x
Juli Savioli,Lúcete,Juli Savioli,Lúcete,ARDL12300040,1963621912529.0,2024-03-07 00:00:00,2024,ada,SI,x
LIT killah|Milo j|Ronny J,Carta de Despedida,LIT killah|Milo j|Ronny J,Carta de Despedida,BK4DA2407453,85365665804.0,2024-03-11 00:00:00,2024,ada,NO,x
Young Las,Supergirl,Young Las,Supergirl,ARDL12300042,1963621947156.0,2024-03-21 00:00:00,2024,dashgo,SI,
GUSTY DJ|Alejo isakk|LOLO OG feat. elaggume,CUERNU,GUSTY DJ|Alejo isakk|LOLO OG feat. elaggume,CUERNU,ARDL12300045,742526486448.0,2024-03-27 00:00:00,2024,onerpm,SI,x
Cande Gonzalez,SI NO ESTÁS,Cande Gonzalez,SI NO ESTÁS,PYC842403156,603563053171.0,2024-04-04 00:00:00,2024,fuga,SI,x
Corazón Sincero,Mi Ritmo,Corazón Sincero,Ritmo Cachaquero,ARDL12300033,1963622047183.0,2024-04-04 00:00:00,2024,dashgo,SI,
Corazón Sincero,Mi Ritmo,Corazón Sincero,Sin Ti Jamás,ARDL12300037,1963622047183.0,2024-04-04 00:00:00,2024,dashgo,SI,
Corazón Sincero,Mi Ritmo,Corazón Sincero,Tan Cerca,ARDL12300039,1963622047183.0,2024-04-04 00:00:00,2024,dashgo,SI,
Corazón Sincero,Mi Ritmo,Corazón Sincero,Toma Mi Corazón,US3DF2431655,1963622047183.0,2024-04-04 00:00:00,2024,dashgo,SI,
Corazón Sincero,Mi Ritmo,Corazón Sincero,Amor Regresa,US3DF2431650,1963622047183.0,2024-04-04 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Al Que Ama Mi Alma,ARDL12300047,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Espera el Tiempo de Dios,ARDL12300048,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,La Fe,ARDL12300049,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Mi Razon de Cantar,ARDL12300050,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Lo Tienes Todo,ARDL12300051,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Mi Necesidad,ARDL12300052,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Pide Lo Que Quieras,ARDL12300053,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Rendida A Tus Pies Jesus,ARDL12300054,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Siempre Camine,ARDL12300055,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
Natalia Soledad,Espera el Tiempo de Dios,Natalia Soledad,Fluye en Mí,ARDL12300056,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,
"Natalia Soledad, A Precio de Sangre",Espera el Tiempo de Dios,Natalia Soledad|A Precio de Sangre,Fluye en Mí,ARDL12300046,1963622110580.0,2024-04-11 00:00:00,2024,dashgo,SI,x
GUSTY DJ|El Negro Tecla|The La Planta,Tus Dulces Abrazos,GUSTY DJ|El Negro Tecla|The La Planta,Tus Dulces Abrazos,QZGLS2474714,742526808677.0,2024-04-18 00:00:00,2024,onerpm,SI,x
mamiyosoyelth|Alex Produciendo,PERREO TH,mamiyosoyelth|Alex Produciendo,PERREO TH,QZK6L2413498,198474349470.0,2024-04-20 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth|Lihueeel,Perreo TL,mamiyosoyelth|Lihueeel,Perreo TL,QZK6L2413497,198474357444.0,2024-04-20 00:00:00,2024,fuga,NO,LNS
Young Las,No Estás,Young Las,No Estás,US3DF2421191,1963622010453.0,2024-04-25 00:00:00,2024,dashgo,SI,
Emiliano Nahuel featuring Music Quality,Perdón Mamá,Emiliano Nahuel featuring Music Quality,Perdón Mamá,QZK6H2436033,198476469404.0,2024-04-30 00:00:00,2024,fuga,NO,
M Aquí Adonai,Vamo a Romper,M Aquí Adonai,Vamo a Romper,ARDL12400001,1963622145216.0,2024-05-01 00:00:00,2024,dashgo,SI,
Juli Savioli,Mismo Aire,Juli Savioli,Mismo Aire,ARDL12300058,1963622124556.0,2024-05-09 00:00:00,2024,ada,SI,x
mamiyosoyelth|Alex Produciendo,PERREO TH 2,mamiyosoyelth|Alex Produciendo,PERREO TH 2,QZK6F2498588,198478762183.0,2024-05-09 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth|Alex Produciendo,Mamichula,mamiyosoyelth|Alex Produciendo,Mamichula,QZMEN2433387,198094877285.0,2024-05-15 00:00:00,2024,fuga,NO,LNS
mamiyosoyelth|Alex Produciendo,Privado,mamiyosoyelth|Alex Produciendo,Privado,QZMEN2430622,198094878268.0,2024-05-15 00:00:00,2024,fuga,NO,LNS
Emiliano Nahuel,Barrio De Chacales - Emiliano Nahuel Version,Emiliano Nahuel,Barrio De Chacales - Emiliano Nahuel Version,QZMEN2481024,198094691003.0,2024-05-16 00:00:00,2024,fuga,NO,
Emiliano Nahuel featuring el winner and Music Quality,Cuidao - M.Q Version,Emiliano Nahuel featuring el winner and Music Quality,Cuidao - M.Q Version,QZMEN2482780,198094688089.0,2024-05-16 00:00:00,2024,fuga,NO,
Emiliano Nahuel featuring el winner and Music Quality,Que Pasa,Emiliano Nahuel featuring el winner and Music Quality,Que Pasa,QZMEN2482792,198094685231.0,2024-05-16 00:00:00,2024,fuga,NO,
Bianca Lif,Rebolea Remix,Bianca Lif,Rebolea Remix,ARDL12400007,1963622207990.0,2024-05-16 00:00:00,2024,dashgo,SI,x
M Aquí Adonai,Re Ganado,M Aquí Adonai,Re Ganado,ARDL12400002,1963622190148.0,2024-05-21 00:00:00,2024,dashgo,SI,
Matias Mareco,UH LA LA LA - Perreo,Matias Mareco,UH LA LA LA - Perreo,US3DF2473859,1963622231971.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,Su Majestad 2024,ARDL12400009,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,Pinche Cumbion,ARDL12400012,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,Danza Mara (dub),ARDL12400014,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,La Cumbia de los Sonidos,ARDL12400016,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,La Cumbia del Amor,ARDL12400018,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,Mi Amiga,ARDL12400021,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
Yankee Dj,Querias Cumbia?,Yankee Dj,La Cumbia de la Bocinita,ARDL12400024,1963622229787.0,2024-05-23 00:00:00,2024,dashgo,SI,x
